01001001,0
01001010,0
01001020,0
01001100,0
01002001,0
01003001,0
01004001,0
01004010,0
01004020,0
01004030,0
01010001,5395
01010010,2275
01010020,0
01100001,3960
01100005,0
01100010,0
01101001,3960
01101010,0
01102100,0
01110001,3915
01110010,1690
01110020,0
02001001,5575
02001005,8600
02001010,11735
02010001,0
02010010,0
02010020,0
02010100,87060
02010110,87060
02010120,87060
02020001,8695
02020003,8695
02020005,8695
02020010,11850
02020012,11850
02020014,11850
02020016,20170
02020018,20170
02020020,20170
02020022,20170
02020024,20170
02020026,20170
02020028,20170
02020030,20170
02020032,20170
02020034,20170
02020050,0
02020052,0
02020054,0
02040001,0
02040020,69800
02040030,26490
02040100,0
02040110,0
02040500,0
02040610,101065
02040620,101065
02040630,101065
02110001,9120
02120010,0
02150001,10200
02160001,0
02160100,0
02200010,0
02300010,41075
02300015,41075
02300020,41075
02300025,41075
02300030,41075
02300035,41075
02300040,41075
02300045,41075
02300050,41075
02300055,41075
02300060,41075
02300100,0
02300105,0
02302010,41075
02302015,41075
02302020,41075
02302025,41075
02302030,41075
02302035,41075
02302040,41075
02302045,41075
02302050,41075
02302055,41075
02302060,41075
02302100,0
02302105,0
02304010,41075
02304015,41075
02304020,41075
02304025,41075
02304030,41075
02304035,41075
02304040,41075
02304045,41075
02304050,41075
02304055,41075
02304060,41075
02305010,0
02305015,0
02305020,0
02305025,0
02307010,0
02310001,21585
02310005,21585
02310010,25935
02310100,0
02310110,0
02310120,0
02400001,12420
02410001,6100
03001001,0
03010001,40250
03010010,29775
03020010,5205
03020020,0
03030010,7590
03040001,11500
03040010,21995
03042010,0
03100001,12390
03100010,0
03110001,23130
03110005,0
03110010,49936.6
03120001,0
03130001,11215
03130010,15310
03130020,33150
03132001,0
03132010,0
03132020,0
03132030,0
03140001,19660
03140020,28080
03140040,40285
03140050,0
03140060,0
03140070,0
03140080,0
03140090,0
03140100,0
03141001,0
03141010,0
03141020,0
03142001,0
03142010,67500
03143001,0
03144010,261900
03145010,140850
03150010,0
03150020,0
03230001,38590
03240001,3520
03250001,6490
03250010,6490
03250100,0
03300001,13450
03300005,20913.8
03300010,27520
03310001,7170
03312001,14875
03312010,21130
03312020,37885
03312030,34825
03320001,12105
03320010,14385
03340001,43510
03340010,72615
03340020,108150
03340030,0
04140001,3270
04140010,5855
04140020,11280
04170001,38350.8
04170040,0
04170050,0
04170060,0
04170070,0
04500001,0
04500010,0
04510001,9250
04520001,0
04520010,0
04520020,0
04550001,12850
04600001,0
04600010,0
04700010,0
04710010,0
04800030,0
05001001,0
05001005,0
05001010,0
05001020,0
05001025,0
05001040,0
05001045,0
05001060,0
05001065,0
05001070,0
05002001,0
05002005,0
05002040,0
05002045,0
05002060,0
05002065,0
05002070,0
05002080,0
05002085,0
05002090,0
05002100,0
05002105,0
05003001,0
05003005,0
05003010,0
05003020,0
05003025,0
05003040,0
05003045,0
05003060,0
05003065,0
05003070,0
05004001,0
05004005,0
05004040,0
05004045,0
05004060,0
05004065,0
05004070,0
05004080,0
05004085,0
05004090,0
05004100,0
05004105,0
05005001,0
05005010,0
05005020,0
05005030,0
05005040,0
05005050,0
05005060,0
05005070,0
05005080,0
05005090,0
05005100,0
05005110,0
05040001,0
05040010,0
05041001,0
05041010,0
05100010,0
05100050,0
05100060,0
05100070,0
05100080,0
05110010,0
05110020,0
05111010,0
05210001,0
05210010,0
05210020,0
05210030,0
05220001,0
05220005,0
05220010,0
05220015,0
05220020,0
05220025,0
05220030,0
05220040,0
05220050,0
05220060,0
05250010,0
05250020,0
05250030,0
05251010,0
05251020,0
05251030,0
05252010,0
05252020,0
05254010,0
05254020,0
05254030,0
05254040,0
05255010,0
05260010,0
06040010,4500
06040015,4840
06040020,5020
06040025,5420
06040030,5650
06040100,5330
06041010,8100
06041015,8730
06041020,9405
06041025,10620
06041030,11655
06041035,0
06140010,0
06140020,0
06140030,0
06140040,0
06140050,0
06140060,0
06140070,0
06140080,0
06140090,0
06140100,0
06140110,0
06140120,0
06140130,0
06140140,0
06140150,0
06140160,0
06140170,0
06140180,0
06400010,0
06400020,0
06400030,0
