"01001001";"94,77"
"01001010";"94,77"
"01001020";"94,77"
"01001100";"98,02"
"01002001";"138,84"
"01003001";"181,22"
"01004001";"177,19"
"01004010";"213,33"
"01004020";"199,03"
"01004030";"231,27"
"01010001";"19,26"
"01010010";"5,76"
"01010020";"1002,00"
"01100001";"9,12"
"01100005";"0,00"
"01100010";"378,00"
"01101001";"9,12"
"01101010";"378,00"
"01102100";"0,00"
"01110001";"10,68"
"01110010";"3,72"
"01110020";"414,00"
"02001001";"13,91"
"02001005";"22,62"
"02001010";"28,73"
"02010001";"0,00"
"02010010";"0,00"
"02010020";"0,00"
"02010100";"202,15"
"02010110";"221,13"
"02010120";"222,43"
"02020001";"18,98"
"02020003";"18,98"
"02020005";"18,98"
"02020010";"33,28"
"02020012";"33,28"
"02020014";"33,28"
"02020016";"56,16"
"02020018";"56,16"
"02020020";"56,16"
"02020022";"56,16"
"02020024";"56,16"
"02020026";"56,16"
"02020028";"56,16"
"02020030";"56,16"
"02020032";"56,16"
"02020034";"56,16"
"02020050";"39,26"
"02020052";"39,26"
"02020054";"39,26"
"02040001";"109,98"
"02040020";"175,89"
"02040030";"63,96"
"02040100";"221,78"
"02040110";"221,78"
"02040500";"0,00"
"02040610";"258,31"
"02040620";"258,31"
"02040630";"258,31"
"02110001";"20,41"
"02120010";"20,80"
"02150001";"22,88"
"02160001";"44,20"
"02160100";"44,20"
"02200010";"0,00"
"02300010";"120,64"
"02300015";"120,64"
"02300020";"120,64"
"02300025";"120,64"
"02300030";"120,64"
"02300035";"120,64"
"02300040";"120,64"
"02300045";"120,64"
"02300050";"120,64"
"02300055";"120,64"
"02300060";"120,64"
"02300100";"482,69"
"02300105";"482,69"
"02302010";"120,64"
"02302015";"120,64"
"02302020";"120,64"
"02302025";"120,64"
"02302030";"120,64"
"02302035";"120,64"
"02302040";"120,64"
"02302045";"120,64"
"02302050";"120,64"
"02302055";"120,64"
"02302060";"120,64"
"02302100";"482,69"
"02302105";"482,69"
"02304010";"87,60"
"02304015";"87,60"
"02304020";"87,60"
"02304025";"87,60"
"02304030";"87,60"
"02304035";"87,60"
"02304040";"87,60"
"02304045";"87,60"
"02304050";"87,60"
"02304055";"87,60"
"02304060";"87,60"
"02305010";"78,70"
"02305015";"78,70"
"02305020";"78,70"
"02305025";"78,70"
"02307010";"78,70"
"02310001";"58,37"
"02310005";"58,37"
"02310010";"64,22"
"02310100";"107,12"
"02310110";"107,12"
"02310120";"107,12"
"02400001";"28,86"
"02410001";"16,58"
"03001001";"633,62"
"03010001";"88,70"
"03010010";"79,30"
"03020010";"12,35"
"03020020";"15,34"
"03030010";"21,45"
"03040001";"27,17"
"03040010";"51,74"
"03042010";"46,02"
"03100001";"27,82"
"03100010";"51,64"
"03110001";"61,36"
"03110005";"189,80"
"03110010";"75,00"
"03120001";"3,10"
"03130001";"43,10"
"03130010";"54,02"
"03130020";"127,34"
"03132001";"158,93"
"03132010";"158,93"
"03132020";"158,93"
"03132030";"158,93"
"03140001";"66,24"
"03140020";"91,98"
"03140040";"129,61"
"03140050";"189,09"
"03140060";"207,22"
"03140070";"236,80"
"03140080";"369,07"
"03140090";"507,52"
"03140100";"876,46"
"03141001";"101,08"
"03141010";"137,28"
"03141020";"201,50"
"03142001";"136,64"
"03142010";"240,37"
"03143001";"174,14"
"03144010";"870,16"
"03145010";"504,40"
"03150010";"95,81"
"03150020";"0,00"
"03230001";"132,15"
"03240001";"7,80"
"03250001";"14,76"
"03250010";"14,76"
"03250100";"72,28"
"03300001";"31,72"
"03300005";"41,86"
"03300010";"64,87"
"03310001";"15,08"
"03312001";"45,76"
"03312010";"73,65"
"03312020";"101,14"
"03312030";"82,03"
"03320001";"31,59"
"03320010";"35,75"
"03340001";"100,44"
"03340010";"143,40"
"03340020";"211,44"
"03340030";"408,60"
"04140001";"6,50"
"04140010";"11,50"
"04140020";"20,00"
"04170001";"53,40"
"04170040";"29,60"
"04170050";"9,20"
"04170060";"29,60"
"04170070";"46,70"
"04500001";"15,80"
"04500010";"38,60"
"04510001";"14,70"
"04520001";"0,40"
"04520010";"3,60"
"04520020";"5,10"
"04550001";"21,60"
"04600001";"6,00"
"04600010";"7,50"
"04700010";"20,00"
"04710010";"22,80"
"04800030";"0,00"
"05001001";"111,02"
"05001005";"111,02"
"05001010";"111,02"
"05001020";"103,61"
"05001025";"103,61"
"05001040";"103,61"
"05001045";"103,61"
"05001060";"114,14"
"05001065";"114,14"
"05001070";"114,14"
"05002001";"23,01"
"05002005";"23,01"
"05002040";"23,01"
"05002045";"23,01"
"05002060";"62,92"
"05002065";"62,92"
"05002070";"62,92"
"05002080";"62,92"
"05002085";"62,92"
"05002090";"62,92"
"05002100";"73,58"
"05002105";"73,58"
"05003001";"152,62"
"05003005";"152,62"
"05003010";"152,62"
"05003020";"146,64"
"05003025";"146,64"
"05003040";"146,64"
"05003045";"146,64"
"05003060";"154,96"
"05003065";"154,96"
"05003070";"154,96"
"05004001";"52,65"
"05004005";"52,65"
"05004040";"52,65"
"05004045";"52,65"
"05004060";"115,18"
"05004065";"115,18"
"05004070";"115,18"
"05004080";"115,18"
"05004085";"115,18"
"05004090";"115,18"
"05004100";"170,82"
"05004105";"170,82"
"05005001";"39,00"
"05005010";"19,50"
"05005020";"4,29"
"05005030";"7,54"
"05005040";"7,54"
"05005050";"52,00"
"05005060";"42,38"
"05005070";"8,58"
"05005080";"34,97"
"05005090";"34,97"
"05005100";"73,45"
"05005110";"73,45"
"05040001";"31,07"
"05040010";"38,74"
"05041001";"135,72"
"05041010";"137,67"
"05100010";"48,23"
"05100050";"80,99"
"05100060";"94,25"
"05100070";"29,64"
"05100080";"29,64"
"05110010";"0,00"
"05110020";"0,00"
"05111010";"145,08"
"05210001";"104,91"
"05210010";"109,46"
"05210020";"115,18"
"05210030";"176,80"
"05220001";"36,92"
"05220005";"39,00"
"05220010";"15,00"
"05220015";"15,00"
"05220020";"56,55"
"05220025";"21,60"
"05220030";"21,60"
"05220040";"66,82"
"05220050";"38,61"
"05220060";"71,76"
"05250010";"0,00"
"05250020";"0,00"
"05250030";"0,00"
"05251010";"0,00"
"05251020";"0,00"
"05251030";"0,00"
"05252010";"35,75"
"05252020";"0,00"
"05254010";"0,00"
"05254020";"0,00"
"05254030";"0,00"
"05254040";"0,00"
"05255010";"0,00"
"05260010";"341,90"
"06040010";"10,79"
"06040015";"11,57"
"06040020";"11,96"
"06040025";"12,87"
"06040030";"13,39"
"06040100";"9,70"
"06041010";"21,32"
"06041015";"22,88"
"06041020";"24,70"
"06041025";"27,82"
"06041030";"30,55"
"06041035";"35,10"
"06140010";"24,05"
"06140020";"24,44"
"06140030";"22,36"
"06140040";"34,45"
"06140050";"30,75"
"06140060";"46,22"
"06140070";"23,92"
"06140080";"22,04"
"06140090";"32,50"
"06140100";"31,66"
"06140110";"30,36"
"06140120";"26,78"
"06140130";"26,78"
"06140140";"30,49"
"06140150";"23,60"
"06140160";"30,36"
"06140170";"25,94"
"06140180";"35,82"
"06400010";"4,55"
"06400020";"3,25"
"06400030";"27,04"
"02300115";"0,00"
"02302065";"0,00"
"02010130";"0,00"
"02020040";"0,00"
"02020038";"0,00"
"02020036";"0,00"
"02040640";"0,00"
"0470001";"0,00"
"0471000";"0,00"
"05420010";"28,08"
"05420015";"25,22"
"05420020";"11,57"
"000001";"0,00"
"05420060";"22,23"
"05420075";"31,72"
"05420080";"36,79"
"000002";"0,00"
"05420025";"66,43"
"03140075";"284,15"
"03312050         ";"149,50"
"03146001";"123,50"
"03 146 001 ";"95,00"
" 03146001     ";"95,00"
"03312040";"73,63"
;"890,00"
"05002110 ";"12675,00"
